slug,title,Year,link,blurb,School name,Helpers,Head
Japan202one,The Brave New Virtual World,2021,https://www.amazon.co.uk/dp/B09DN35G9H,"“Oh my god! I’m trapped in the internet world!”
In the year 2XXX. Nano-chip technology has advanced so far, the world has lost the distinctions between being online and offline. Humans have been robbed of their jobs by sophisticated AI and, the only place they can work, is the virtual world called AMYIS, but a shadow is creeping up…… ",Adult,,#N/A
STMCA2021,The Clear vision,2021,https://www.amazon.co.uk/dp/B091WHXRVN,"Facing eternity as an immortal being but with the curse of losing his mind and his sense of self, a doctor, alone in the world, commits a desperate act.",St Thomas More Catholic Academy,"[' ', ' ', ' ', ' ']",No
UCLAN2021,Divide & Cancel,2021,https://www.amazon.co.uk/Divide-Cancel-T-M-Cooks/dp/B095NP7WX5/ref=sr_1_1?dchild=1&qid=1622539470&refinements=p_27%3AT.+M.+Cooks&s=books&sr=1-1&text=T.+M.+Cooks,"Four friends, four families and four fantastical beings.

A modern world where humans live alongside Fae and Witchkind, and where 
Fae have secretly ruled over the Earth for centuries. Join a group of 
four teens - Blaine, Dente, Evadne and Mejuri as they uncover 
truths, deep secrets and discover who they really are. As a social media
 movement spills out onto the streets, the friends face a battle they 
could have never expected. 

#CancelWitches #StopBelievingInFae",University,"[' Helen Fiona Day', ' Daniel Waller', ' Ed Griffith', ' Angela Kilpatrick', ' Mathew Davies']",#N/A
UofG2,Everyday Magic?,2021,https://www.amazon.co.uk/Everyday-Magic-C-Wheeler/dp/B097X7LZLD/ref=sr_1_4?dchild=1&keywords=c+wheeler&qid=1632136255&qsid=258-4060429-0039521&sr=8-4&sres=B01AXMGEP4%2C0901503835%2CB08QBPSB21%2CB097X7LZLD%2C064810916X%2C1419697129%2C090150369X%2C1941701248%2C152870990X%2C1624038190%2C1479221589%2CB089XZRV6Q%2C0806140852%2C1526105187%2CB00WGZPFV6%2CB0931VDWML,"From the discovery of a magical land, to a day at the beach, this book contains a collection of thirty-nine poems and short stories for children written by people from across the UK, about moments of everyday magic. ",University,['Unknown helpers'],#N/A
Spaced1,Calm Before the Storm,2021,https://www.amazon.com/Calm-Before-Storm-TM-Cooks/dp/B09B36MNYR,https://www.amazon.com/Calm-Before-Storm-TM-Cooks/dp/B09B36MNYR,St Margaret Ward Catholic Academy,"[' Nikki Barnett', ' Rebecca Munden']",Google
accMuseum,Trouble in Paradise,2021,https://www.amazon.co.uk/dp/B09CRCHNLX,,Macclesfield Silk Museum,"[' Ann Wright', ' Natalie Lane', ' Wren Jones', ' George Tew', ' Rachel Mortishire-Smith', ' Alex Sparrow', ' Tim Lightfoot', ' Dan']",Google
Spaced2,Ink,2021,https://www.amazon.co.uk/dp/B09CL18CFD,,St Margaret Ward Catholic Academy,"[' Nikki Barnett', ' Rebecca Munden']",Google
Orme,The Missing,2021,https://www.amazon.co.uk/dp/B097X7B7FV,,The Orme Academy,"[' Claire Woolley', ' Leah Hamer', ' Alex Sparrow']",No
Orme2,Blast from the Past,2021,https://www.amazon.co.uk/Blast-Past-TM-Cooks/dp/B09HG2RVGV/ref=sr_1_1?keywords=Cooks+%22Blast+from+the+Past%22&qid=1635938317&s=books&sr=1-1,,The Orme Academy,"[' Claire Woolley', ' Leah Hamer', ' Alex Sparrow', ' Carolyn Mason']",No
HS2021,The Werewolf's Revenge,2021,https://www.amazon.co.uk/dp/B099TLJPL1,,Middlewich High School,"[' Emma Grant', ' Claire Livesey']",
TheOaks2021,The Glitch ,2021,https://www.amazon.co.uk/dp/B098RS71S3,,The Oaks Academy,"[' Matt Barlow', ' Mr Herbert', ' Tanya Rogers', ' Miss Whitehouse ', ' Kate Hoole', ' Andrew Smith']",
UofG1,So Human...,2021,https://www.amazon.co.uk/So-human-T-M-Cooks/dp/B099Y42WRQ/ref=sr_1_23?dchild=1&keywords=tm+cooks&qid=1632136167&rnid=1642204031&s=books&sr=1-23,"Watch as little Zandaka, deprived of education and the basics of life, tries to put together the pieces of her young life. While over in Fun Valley, Celery is joining some friends for the first ever Billionaire Boot Camp to discuss the biggest ever privatisation spree in the history of humankind.

Welcome to planet Earth!

Have you ever wondered what it would be like to not just look from afar but experience it for yourself?

Three formidable aliens go on an earthly adventure diving in the ocean, tasting pizza, drinking smoothies, chomping on ice cream, living and loving for the first time. Friendships are formed, insects are disliked, hearts are broken and mended.

Xylo, Dylan, and Oceania each have their own ideas and plans for this earthly holiday but will this crazy planet and its inhabitants throw them off course?

Lives, heartbeats, tastes and ideas are about to change forever.",University,['Unknown helpers'],#N/A
Joe2020,A Demon's Paradise,2020,https://www.amazon.co.uk/dp/B087SM3SKZ,"‘It is time.’Most of them have never left the island, the furthest any of them have ever been is barely a mile offshore. Now they will go further than they ever expected. ‘For friendship.’The world seemingly ended for the Pa-unang when they were banished to the small island with nothing but the trauma caused by the memories of the war. They were forgotten by the rest of society, presumed dead many years ago. 500 years later, they have evolved and grown, into something never seen before.Those who won the war, however, have evolved into something very different. They are much the same at first sight, but some among their number have harboured a malicious mindset to destroy what they believe, had destroyed them.The two sides of the long-past war meet again. Things have changed, and neither side is ready for what comes next….",Prison,"[' Joe ', ' Eleanor ', ' Sue', ' Ruth', ' Lyndsey']",#N/A
Glasgow1,Behind the Strings,2020,https://www.amazon.co.uk/dp/B0849XGF34,"‘It is time.’Most of them have never left the island, the furthest any of them have ever been is barely a mile offshore. Now they will go further than they ever expected. ‘For friendship.’The world seemingly ended for the Pa-unang when they were banished to the small island with nothing but the trauma caused by the memories of the war. They were forgotten by the rest of society, presumed dead many years ago. 500 years later, they have evolved and grown, into something never seen before.Those who won the war, however, have evolved into something very different. They are much the same at first sight, but some among their number have harboured a malicious mindset to destroy what they believe, had destroyed them.The two sides of the long-past war meet again. Things have changed, and neither side is ready for what comes next….",Whitehill Secondary School,"[' Mrs Pauline Swan', ' Mrs Leigh McDowall', ' Ms Rachel Kerr', ' Mrs Ruth Guile', ' Mrs Kavita Bhopal', ' Mr Daniel Boatwright', ' Mr Richard Seymour']",
SMW2020,Stuck In Between,2020,https://www.amazon.co.uk/dp/B085K5TXXW,"1940... they said it was a disappearance; they said it was unresolved.80 years later, the mystery re-emerges from the shadows.Stuck in between the past and the present, two university students help to unravel the secrets of the local legend.",St Margaret Ward Catholic Academy,"[' Liz Robinson', ' Rachel Visco']",Google
STB2020,Waiting for Grace,2020,https://www.amazon.co.uk/dp/B084WPXBR6,"A boy and a girl. Both lonely in a crowded room. Different reasons? Pure evil is coming. Will they be safe? Or cower under ""someone will find us""? Opposites attract they say. White Water writers is a project that gives groups of young people the opportunity to collaboratively write and publish a novel in a single week.",Sir Thomas Boughey Academy,"[' Rebecca Carter', ' Julie Dele-fane', ' Sally Challoner']",No
Plymouth2020Alpha,Locked In,2020,https://www.amazon.co.uk/dp/B084QKYC23,A group of students visit a university where strange THINGs begin to happen. They are unsure of what is going on but they try to work together to figure it out. Overcomming their fears and meeting new people. How far will they go to protect themself and their secrets? Will they cave to remptation? Or will they protect themselves at all costs?,Notre Dame Roman Catholic School,"[' Holly Norcop ', ' Megan Binning ', ' Helen Hughes ', ' Next Steps South West']",Yes
Glasgow2020,Leveled,2020,https://www.amazon.co.uk/Leveled-T-M-Cooks/dp/B08PJG9WQV/ref=sr_1_24?dchild=1&keywords=tm+cooks&qid=1632136167&rnid=1642204031&s=books&sr=1-24,"Alex and his mother live in poverty, in a small flat barely big enough for either of them. Alex’s mother works as a cleaner and takes the night shift, so they don’t often see one another. So when Alex hears of a virtual reality game called: A New Reality that promises great riches to the winner, he spends all his savings on a chip that gets him into the game.When Alex enters the game, he’s faced with new friends, foes, and difficult decisions he may not be able to make alone. But is money more important than friendship?",Whitehill Secondary School,"[' Mrs Pauline Swan', ' Mrs Leigh McDowall', ' Ms Cherie Anderson', ' Ms Fiona Scott', ' Mrs Kavita Bhopal']",
IndependentNovel,The Party Next Door,2020,https://www.amazon.co.uk/Party-Next-Door-T-Cooks/dp/B08PJQ38QV/ref=sr_1_6?dchild=1&keywords=tm+cooks&qid=1632136059&qsid=258-4060429-0039521&rnid=1642204031&s=books&sr=1-6&sres=B09CRCHNLX%2C1697411762%2CB097X7B7FV%2C1658538129%2C1795831502%2CB08PJQ38QV%2C1793405824%2C1688195831%2C1076321542%2CB09CL18CFD%2CB091WHXRVN%2CB099TLJPL1%2CB09B36MNYR%2CB098RS71S3%2CB084B1SBKS%2CB0849XGF34&srpt=ABIS_BOOK,"Ava Clarkson had the perfect life; money, cars, and she was popular. But everything comes at a cost, you just don't know yet. Ava Clarkson paid the ultimate price, her life.Follow the adventures of Emily Clarkson, a girl who wants to avenge her sister's death and an investigator who wants to help her get justice. Read this murder mystery to find out who the culprit is. Is it the toxic friend? The boyfriend? The best friend? The ex boyfriend? Or the one who got rejected? ",Whitehill Secondary School,"[' Mrs Pauline Swan', ' Mrs Leigh McDowall', ' Ms Cherie Anderson', ' Ms Fiona Scott ', ' Miss Katerina Bakou', ' Mrs Kavita Bhopal']",
YSGlasgowPrison,The Adventures of Chris Wheeler,2020,https://www.amazon.co.uk/Adventures-Chris-Wheeler-C/dp/B08QBPSB21/ref=sr_1_3?dchild=1&keywords=c+wheeler&qid=1632136255&qsid=258-4060429-0039521&sr=8-3&sres=B01AXMGEP4%2C0901503835%2CB08QBPSB21%2CB097X7LZLD%2C064810916X%2C1419697129%2C090150369X%2C1941701248%2C152870990X%2C1624038190%2C1479221589%2CB089XZRV6Q%2C0806140852%2C1526105187%2CB00WGZPFV6%2CB0931VDWML,"Chris Wheeler is no ordinary 15-year-old. He is a world explorer. In this collection of short stories for children, you can read about his fantastic adventures which take him to a mysterious island, a magic school, the heat of the desert and even to another planet! Will Chris defeat the villains? Can he make it home? Will he be lost forever? Read on to find out more.",Prison,"[' Esther Kelly', ' Lucy Clayson', ' Sarah Brett', ' Sharon Kenyon', ' Michelle Matty', ' Nunzia Meola', ' Jaqueline Parry', ' Jetta Holmes', ' Daniel Boatwright']",#N/A
Lockdown,Lockdown,2020,https://www.amazon.co.uk/dp/B08NF2QMJV,"During the Coronavirus pandemic of 2020, thirteen young people rose to the challenge of writing a short story each while in lockdown. Though guided through the creative process, every idea, word and plot twist in this book of stories are their own.",Special,[' Ashleigh Hastings'],#N/A
UCLAN2020,Marrow,2020,https://www.amazon.co.uk/dp/B085DR9HDF,"Fifty years after the bombs have dropped and ravaged the planet, society has fallen into disrepair. Mutants roam the streets and every day is a fight for survival. When Noah, a lone wanderer, is offered to help find a cure by a mysterious stranger, will he seize that opportunity? And will everything be as true as it seems...?",University,"[' Angela Kilpatrick ', ' \xe2\x80\xa6 Christopher Oakes']",#N/A
Stoke6thForm,Butterfly Shards,2020,https://www.amazon.co.uk/dp/B084B1SBKS,Have you ever been alone with your future staring back at you? When you look into a mirror what do you see? We have a choice everyday to decide who we are going to be. Sometimes sacrifices have to be made for the people we care about most. Eight young people form a good friendship through a mysterious house to shelter from the storm. Will they get out?,Stoke 6th Form College,"[' Lucy Twigg', ' Holly Norcop', ' Rachel Visco', ' Jennifer Butterworth']",Google
Japan2020,Changed daily life,2020,https://www.amazon.co.jp/dp/B08H45885S,"If a dangerous virus pandemic is spreading around the world, what would you do?if your friends are bad people, what do you have to do?If you are a hero or heroine, could you save a world?We don't know what tomorrow will hold. People have weak points and negative minds, but we %have to face up to the situation.In this story, a mad scientist made and spread a dangerous virus. The virus was spreading day by day. A lot of people were panicking and their daily life gradually broke downWill the heroines prevent a big plot and what will happen in the world? You may find your important things in your daily life after reading this book. Go find out!",Adult,,#N/A
STMCA,Destiny,2020,https://www.amazon.co.uk/dp/B0848RB8M6,,St Thomas More Catholic Academy,"[' Lewis Bunn', ' Daniella Attu', ' Christian Kapumba', ' Tenae Spencer', ' Leah Stubbs', ' Harrison Minshall', ' Bradley Sanderson', ' Jess Ignatiuk', ' Kimberley Fernando']",No
TEC2020,The Voices Within,2020,https://www.amazon.co.uk/dp/1658538129,,Tamworth Enterprise College,"[' Clare Carpenter', ' Jenny Ross']",Yes
TEC2020B,Unfaithful Wishes,2020,https://www.amazon.co.uk/dp/B0863R8G1F,"There was a time when a great entity divided itself into three different entities! The supreme version of these entities created the most powerful thing known to humankind, in fact the most powerful thing ever in existence. The great stairs of Eternia. These stairs lead beyond the reality you know and love, the reality of an experience where worlds you didn't know existed become your life and if you have a problem, stick around for a whole different solution, the stairs can solve anything; but with a cost.",Tamworth Enterprise College,"[' Clare Carpenter', ' Brad Kermode', ' Jenny Ross', ' Lauren Holmes']",Yes
TEC2020C,Between Good  and  Evil,2020,https://www.amazon.co.uk/dp/B087S87GZD,"Two halves, torn apart. Two loves, banished. After finding a mysterious book - a study group becomes engulfed into a story of their own, Taking twists and turns through a maze of words. Forbidden love passed through centuries. Angels. Devils. Morals. Friendships. Families. Challenges. Everything is tested to the max. But only one person can unite the book halves. But who are they? Where are they? And what do they have to do?",Tamworth Enterprise College,"[' Brad Kermode', ' Clare Carpenter', ' Jenny Ross', ' Lauren Holmes']",Yes
Plympton2020,Mission: The Hustle,2020,https://www.amazon.co.uk/dp/B085RTT3JK,"When Mateo’s beloved dog is murdered, he's got to find out who’s behind it. Who is involved? And who else is trying to find the killer?",Plympton Academy,"[' Joe Reddington, Founder of White Water Writers', ' Maria Arkell, Careers Leader at Plympton Academy', ' Amy Harris, NSSW Devon Evaluation Officer', ' Sophie Burgess, NSSW Outreach Officer', ' Emma Hooper, NSSW Institutional Outreach Officer', ' Dominic Tucker, NSSW Devon Team Leader']",Yes
SirWilliamStanier2020,Broken Minds,2020,https://www.amazon.co.uk/dp/B0851MY6R2,"When you lose a loved one, your emotions deceive you and your reputation exceeds you. You begin to become obsessed with trying to pick up the pieces and move on, and you lose all sense of reality; constantly spiralling into a pit of eternal darkness. What once was lost could easily be found, and a broken fabric of reality could be mended by reunion.",Sir William Stanier School,"[' Jo Rankin', ' Claire Livesey', ' Jason Fraser', ' Nicola Dimitriou', ' Sarah Bryan', ' Aedin Fogarty', ' Jade Rollo', ' Emma Johnson', ' Jenny Wood', ' Velda Jones', ' Kay Banks', ' Alex Tansell']",Google
Plymouth2020Bravo,The Strange Case of Chi-Ro,2020,https://www.amazon.co.uk/dp/B084DG2R5Q,"While bunking off school, four adventurous teenagers run wild in a local university and witness the murder of a lecturer, which leads to them discovering a secret society. What more will they find?",Coombe Dean,"[' Amy Harris, NSSW Devon Evaluation Officer', ' Sophie Burgess, NSSW Outreach Officer', ' Emma Hooper, NSSW Instituational Outreach Officer', ' Nicola Gould, Primary Liaison at Coombe Dean', ' Dominic Tucker, NSSW Devon Team Leader']",Yes
Trust,Of two worlds,2020,https://www.amazon.co.uk/Two-Worlds-T-M-Cooks/dp/B08WZH8HX1/ref=sr_1_33?dchild=1&keywords=tm+cooks&qid=1632136201&rnid=1642204031&s=books&sr=1-33,"With intense secrecy, cover ups, rumours, stories, and strange disappearances surrounding Area 51, it is the most frequent subject for conspiracy theorists. The police, secret military, and the government have failed to keep the site hidden from the public. Psi-vampyrs and Dragons form a formidable alliance, and the future collides with the present in an unexpected chain of events. The tables keep on twisting and turning. Our unlikely group of companions try to put a stop to this threat to humanity before it’s too late as something big is about to take place… A book full of misdirection that will leave you thinking.",Special,"[' Yasmin Hanif', ' Jon Martin', ' Zara Kitson', ' Seonaid Daly', ' Francis Holligan', ' Josephine Ayers', ' Stephanie Warren', ' Carla Montgomery', ' Amy Lamont']",#N/A
UCLAN2019,Embers of Mercy ,2019,https://www.amazon.co.uk/Embers-Mercy-Eden-Hawthorne/dp/1798000369/ref=sr_1_1?keywords=%22Embers+of+Mercy%22&qid=1635938994&s=books&sr=1-1,"
Betrayed by her mentor during a heist gone wrong, a young outlaw finds herself wounded in the Old World. Running out of time in a desolate landscape, the lone wanderer must return to the Underground if she stands any chance of surviving. In pursuit are ruthless agents sent by the Church and willing to do whatever it takes to bring the stolen artifact back
",University,['Unknown helpers'],#N/A
DiscExcel2019,The Witches of Cavendish,2019,https://www.amazon.co.uk/Witches-Cavendish-T-M-Cooks/dp/1709921358/ref=sr_1_1?dchild=1&keywords=witches+of+cavendish&qid=1633001470&sr=8-1," ""It all started with Edward and his best friend, Jennifer.” Edward and Jennifer were two ‘normal’ teenagers in the village of Cavendish, in the year 1740, until The Chair found them, and turned their lives upside down. ",Discovery Academy and Excel Academy,"[' Darren Owen', ' Paul Chambers', ' Jenny Belt', ' Rachel Visco', ' Hinna Sheikh', ' Sally Challoner']",
Beamont,Worlds Collide: Rise of the Droids,2019,https://www.amazon.co.uk/dp/169894019X,3019 New YorkMurder StrikesTrust is lost and discrimination against the droids is rife. The droids fight back.War is imminent.,Beamont Collegiate Academy,"[' Rachael Russell', ' Bev Leith', ' Mrs Minshull', ' Lucy Williams']",
SJF2019,File Corrupted ,2019,https://www.amazon.co.uk/File-Corrupted-T-M-Cooks/dp/1794239987/ref=sr_1_30?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-30&text=T.M.+Cooks,"A story in which no one knows who is good or bad. When the thing you think will be around forever disappears like a speck of dust.Mystery events happen one after the other, and families are reunited. Who will survive?Will the world ever be the same again?",St John Fisher Catholic Collegiate,"[' Laura Smith', ' Rose Edwards', ' Vicky Ellis', ' Emma Redshaw']",Yes
STB2019,Abandoned,2019,https://www.amazon.co.uk/Abandoned-T-M-Cooks/dp/1795018992/ref=sr_1_28?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-28&text=T.M.+Cooks,"Abandonment has long-lasting consequences. For the self, and for society.",Sir Thomas Boughey Academy,"[' Mr Harridge', ' James Glew', ' The English department for use of their staff room all week']",No
Liverpool2019,Mysticus ,2019,https://www.amazon.co.uk/Mysticus-T-M-Cooks/dp/1795831502/ref=sr_1_27?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-27&text=T.M.+Cooks,"After troubles at home, the children retreat to an abandoned building. Here they stumble across a Magical, Mystical World. As they explore all sorts of weird and wonderful lands, there’s excitement, love, sadness and anger as they explore their new world.",Prison,['Unknown helpers'],#N/A
Rudheath2019,The Secret ,2019,https://www.amazon.co.uk/Secret-T-M-Cooks/dp/1796359262/ref=sr_1_25?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-25&text=T.M.+Cooks,Can't tell you. ,Rudheath Senior Academy,"[' Grace Lycett', ' Nina Lockett', ' Hannah Boyd', ' Jemma Morrell', ' Anna Carrington']",Yes
BSDC2019,Hope ,2019,https://www.amazon.co.uk/Hope-T-M-Cooks/dp/1796815535/ref=sr_1_26?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-26&text=T.M.+Cooks,Do the rights of the many outweigh the rights of the individual? Is it every acceptable for one person to suffer so that millions might live?,Burton & South Derbyshire College,"[' Baljinder Bains', ' Jayne Earp', ' Elaine Kaminski', ' Joanna Lang', ' Stephanie Rogers', ' Robert West', ' Aanisha Evans', ' Sarah Collins', ' Jackie Croxall', ' Craig Goldsmith', ' Isobel Briars', ' Jenny Launchbury', ' Nicola Harrison', ' Emma Windess', ' Rebecca Scotland', ' Emma Ikoku']",
SirWilliamStanier,Faceless Fear,2019,https://www.amazon.co.uk/dp/169641136X,"Everyone has many fears! From little baby spiders to thunder. But nothing is more powerful than a child’s Fear. Eliza, a girl with a tough childhood, her biggest fear is being silenced by her controlling parents. Children thrive on being heard and being acknowledged but when a child has no voice, they become distant and lonely: their pain makes Fear powerful! Fear uses everyone’s fear to take over the human world, but when a group of people with many different fears realise what's going on, they decide to take matters into their own hands and save everyone from their own fears. Will they be able to overpower the most powerful emotion or will Fear take over everyone’s life?",Sir William Stanier School,"[' Joanna Rankin', ' Claire Livesey', ' Velda Jones', ' Sarah Bryan', ' Nicola Dimitriou']",Google
NewVic2019,A ``Perfect'' World,2019,https://www.amazon.co.uk/dp/1086949633,"Imagine a world where everyone and everything is perfect, where everything is fine and calm, where everyone is happy, where rainbows and sunshine fill the atmosphere, what if everything wasn’t so perfect? What if perfect was wrong? How would you make such an amazing world?Could you survive the pressure of perfect?Follow a dark tale to the truth of perfectness….Let’s see how imperfect this world actually is…WARNING: FOR PEOPLE OVER THE AGE OF 10!",Special,"[' Pippa Church', ' Sue Moffat', ' Charlotte Bagnall', ' Alex Sparrow']",#N/A
Willows2019,The Mystery of 7 Friends,2019,https://www.amazon.co.uk/dp/1074973550,"It was a normal day in a normal world at Rock Hard High School when Harris, Mal, Liv, Hanzo and Genji realised Franklin and Ryan were missing. After school, the five friends went around Mal and Liv’s house to play an old video game called ‘Can you escape the dinosnake?’, that they got for their 10th birthday. But ever since they played the game they have never seen something so mysterious before.",Willows Primary School,"[' Maheen Jawaid', ' Charlotte Bagnall', ' Daniel Boatwright']",
BirchesHead2019,Poison Palace ,2019,https://www.amazon.co.uk/Poison-Palace-T-M-Cooks/dp/109123616X/ref=sr_1_24?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-24&text=T.M.+Cooks,"It's a palace of poison, what can I say? ",Birches Head Academy,"[' Kate Baskeyfield ', ' Abi Keay']",
Penketh,Interview With Anxiety,2019,https://www.amazon.co.uk/dp/1694471594,,Penketh High School & 6th Form College,"[' Stella Moore', ' Lucy Williams']",Google
Shrewsbury,After Image,2019,https://www.amazon.co.uk/dp/1697411762,,Shrewsbury Academy,"[' Claire Jackson', ' Laurie White', ' Andrea MacDonald', ' Anna Salokangas']",Google
SneydGreen2019,The Mythical Adventure,2019,https://www.amazon.co.uk/dp/1076321542,,Sneyd Green Academy,"[' {Mrs Debbie Hitchins}', '  {Mrs Kelly Caine}', '  {Mrs Lucy Wilshaw}', ' {Emily Jeffries}', ' {Cathrene Musabayana}']",Google
SUA2019,Live  and  Let Die,2019,https://www.amazon.co.uk/dp/1671926234,,Staffordshire University Academy,"[' Lee Newton', ' Lucy Harding']",Google
Winsford2019B,To Dystopia & Back,2019,https://www.amazon.co.uk/dp/1713252341,,Winsford Academy,"["" Jane O'Brien"", ' Kate Hughes', ' Lucy Williams']",No
FoolsGold2019,The Mix Up,2019,https://www.amazon.co.uk/Mix-Up-T-M-Cooks/dp/1688195831/ref=sr_1_4?keywords=The+Mix+Up+cook&qid=1635937265&sr=8-4,,Firrhill High School,"[' Mr Calum McAlpine', ' Ms Shannon Gillies']",Yes
Songbook2019,The Fallen,2019,https://www.amazon.co.uk/dp/1688178015,,Firrhill High School,"[' Mr Calum McAlpine ', ' Ms Shannon Gillies']",Yes
TEC,Final Switch,2019,https://www.amazon.co.uk/dp/1689099674,,Tamworth Enterprise College,"[' Clare Carpenter', ' Jenny Ross', ' Lauren Holmes']",Yes
BeMore2019,"""2050""",2019,https://www.amazon.co.uk/2050-TM-Cooks/dp/1072047454/ref=sr_1_6?dchild=1&keywords=2050+cooks&qid=1599807214&rnid=1642204031&s=books&sr=1-6,,University,[' The Careers and Employability Team at Keele University'],#N/A
Amsterdam2019,De Toekomst Missie,2019,https://www.amazon.co.uk/dp/1076105122,,Special,['Unknown helpers'],#N/A
Beechfield,Locked Up Thoughts,2019,https://www.amazon.co.uk/dp/1702241610,,Beechfield Education Ltd.,"[' Greg Marshall', ' Liam Barlow', ' Kirsty Steele', ' Clare Browne', ' Ben Price', ' Amy Sadler-Rhodes', ' Charlotte Lawton', ' Rebecca Butterfield-Davis', ' Amy Lea', ' Jo Talbot-Beech']",
BSDC2019B,Mistaken: Finding a Killer,2019,https://www.amazon.co.uk/dp/1076575862,,Burton & South Derbyshire College,"[' Baljinder Bains', ' Sam Knibbs', ' Zahida Sher', ' Sandra Barrow', ' Linda Frohock']",
Etruscan2019,Reunion of Desperate Souls,2019,https://www.amazon.co.uk/dp/108070843X,,Etruscan Primary School,"[' Katie Rice', ' Charlotte Bagnall']",
LF2019,Unplugged,2019,https://www.amazon.co.uk/Unplugged-T-M-Cooks/dp/1097689220/ref=sr_1_1?dchild=1&keywords=tm+cooks+unplugged&qid=1633009390&sr=8-1,,Landau Forte Academy,"[' Louise Burns', ' Miss Hartman', ' Lauren Holmes', ' Alex Sparrow']",
NSCG,Le Democratie Tombe,2019,https://www.amazon.co.uk/dp/1677079118,,Newcastle and Stafford Colleges Group,"[' Adele Mendiuk', ' Pauline Marie Brown']",
TGS2019B,The Chosen One ,2019,https://www.amazon.co.uk/Chosen-One-T-M-Cooks/dp/109211033X/ref=sr_1_21?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-21&text=T.M.+Cooks,One was choosen,Tolworth Girls’ School & Sixth Form,"[' Eleanor Dixon', ' Martin Mirshemirani']",Yes
CCA2019,Pick `N' Mix: Do Animals Want to be Human? ,2019,https://www.amazon.co.uk/Pick-Mix-Animals-Want-Human/dp/1093586915/ref=sr_1_20?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-20&text=T.M.+Cooks,Spoiler alert; maybe! ,Christchurch Academy,"[' Rebecca Steele', ' Kate Brough']",Yes
TheOaks2019,Code Zero,2019,https://www.amazon.co.uk/Code-Zero-T-M-Cooks/dp/109280627X/ref=sr_1_19?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-19&text=T.M.+Cooks,The code before one,The Oaks Academy,"[' Steve Small', ' Katie Grimes', ' Cindy Shaw', ' Fiona Marshall', ' Kate Hoole', ' Mehwish Imran', ' Annabel Perrin Aldous', ' Leanne Takaki ', ' Abi Keay']",
TGS2019A,Paint Drying,2019,https://www.amazon.co.uk/Paint-Drying-T-M-Cooks/dp/1092111476/ref=sr_1_22?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-22&text=T.M.+Cooks,"The paint, it dries",Tolworth Girls’ School & Sixth Form,"[' Eleanor Dixon', ' Martin Mirshemirani']",Yes
